,SubjectID,Device,ActivityID,TrialNo,Acc,Gyr
5558,13,Wrist,6,2,"[[3895 -842 -834]
 [3894 -842 -832]
 [3892 -838 -827]
 ...
 [3882 -887 -812]
 [3883 -891 -809]
 [3882 -889 -811]]","[[ 53  26  33]
 [ 50  28  36]
 [ 48  26  33]
 ...
 [-20  22  49]
 [-15  24  49]
 [-11  19  48]]"
5559,5,Wrist,17,5,"[[  407 -4055  -536]
 [  405 -4059  -538]
 [  406 -4055  -536]
 ...
 [  296    45 -4072]
 [  293    46 -4071]
 [  289    48 -4072]]","[[32 18 34]
 [31 16 34]
 [31 19 35]
 ...
 [38 28 22]
 [39 25 22]
 [38 25 23]]"
5560,2,Wrist,18,2,"[[ 2457 -2760 -1714]
 [ 2456 -2761 -1710]
 [ 2455 -2761 -1710]
 ...
 [ 3803  -737 -1189]
 [ 3811  -737 -1188]
 [ 3815  -739 -1188]]","[[ 27  17  33]
 [ 26  18  32]
 [ 24  16  31]
 ...
 [-34  18  37]
 [-37  19  39]
 [-44  18  42]]"
5561,14,Wrist,13,7,"[[ 4151  -285   159]
 [ 4107  -414   231]
 [ 4055  -534   298]
 ...
 [ 3470 -1699 -1197]
 [ 3468 -1697 -1195]
 [ 3469 -1697 -1197]]","[[-2513   389   162]
 [-2481   379   123]
 [-2451   358    75]
 ...
 [   56     9    41]
 [   57    10    37]
 [   62    12    36]]"
5562,9,Waist,131,1,"[[ 4015  -231   849]
 [ 4007  -234   842]
 [ 3998  -236   828]
 ...
 [ 1283 -2768 -2731]
 [ 1298 -2781 -2735]
 [ 1307 -2834 -2768]]","[[ 146  -37  -52]
 [ 154  -38  -61]
 [ 164  -39  -72]
 ...
 [ 593 -384  710]
 [ 602 -402  711]
 [ 612 -422  715]]"
5563,4,Neck,42,1,"[[ 3870   -56 -1249]
 [ 3871   -53 -1253]
 [ 3874   -50 -1253]
 ...
 [ 4203   670  -137]
 [ 4188   624  -126]
 [ 4142   604  -158]]","[[-89 128  -9]
 [-88 129  -7]
 [-94 130  -6]
 ...
 [-44 -57  -7]
 [-40 -58   2]
 [-41 -40  10]]"
5564,6,Wrist,109,3,"[[ 3835  1833 -1959]
 [ 3792  1841 -1964]
 [ 3750  1853 -1965]
 ...
 [ -402  3546  2012]
 [ -400  3547  2015]
 [ -399  3549  2016]]","[[  902   386 -1967]
 [  952   394 -1923]
 [ 1008   401 -1871]
 ...
 [   23    17    25]
 [   22    19    26]
 [   22    17    27]]"
5565,2,Wrist,17,4,"[[  -86 -3365 -2687]
 [  -78 -3292 -2738]
 [  -66 -3204 -2792]
 ...
 [ -304 -4044  -794]
 [ -306 -4043  -785]
 [ -309 -4039  -784]]","[[279 -20 -15]
 [365 -19 -22]
 [436 -22 -29]
 ...
 [ 32  17  29]
 [ 33  13  28]
 [ 28  17  32]]"
5566,1,Neck,102,2,"[[3625 -502  504]
 [3649 -492  404]
 [3670 -481  313]
 ...
 [3828 -607 -193]
 [3795 -615 -185]
 [3741 -625 -189]]","[[ 77 158 106]
 [ 87 173 109]
 [ 97 192 105]
 ...
 [ 29  73  14]
 [ 17  69  21]
 [  4  74  29]]"
5567,10,Neck,24,3,"[[2590  -43  401]
 [2391   18  350]
 [2154   72  264]
 ...
 [6218 -204   55]
 [5918 -168   70]
 [5567 -124   54]]","[[-827  242  232]
 [-735  118  143]
 [-631   10   64]
 ...
 [1556 -700 -347]
 [1612 -721 -380]
 [1669 -742 -392]]"
5568,3,Neck,44,1,"[[8784 2357 1404]
 [7664 1462  679]
 [6768  620  219]
 ...
 [3964 -102  -29]
 [3959 -100  -41]
 [3955 -102  -52]]","[[-1455  -996   436]
 [ -983  -365   257]
 [ -648   216    59]
 ...
 [  -77    67    26]
 [  -77    62    24]
 [  -74    63    22]]"
5569,15,Wrist,8,1,"[[ 3835  -828  -975]
 [ 3837  -829  -972]
 [ 3837  -828  -970]
 ...
 [-4043   148  -638]
 [-4026   149  -609]
 [-4014   150  -589]]","[[  16   25   36]
 [  13   24   34]
 [  15   22   33]
 ...
 [-210  274  108]
 [-192  267  103]
 [-171  260  104]]"
5570,2,Neck,14,11,"[[4000  230 -251]
 [3994  226 -260]
 [3992  220 -268]
 ...
 [3656  693  926]
 [3657  702  945]
 [3653  709  959]]","[[  -76   250   -45]
 [  -77   256   -43]
 [  -81   254   -47]
 ...
 [-1056   -99  -165]
 [-1043  -103  -157]
 [-1034  -104  -159]]"
5571,7,Neck,20,1,"[[ 5274  -277 -1169]
 [ 5164  -419 -1192]
 [ 5029  -546 -1211]
 ...
 [ 3379   257  -795]
 [ 3423   265  -771]
 [ 3470   278  -746]]","[[-329 -145   30]
 [-318 -135   -4]
 [-311 -122  -36]
 ...
 [-223  210  -11]
 [-218  214   -9]
 [-210  217   -9]]"
5572,2,Waist,36,1,"[[ 3226 -1208  -613]
 [ 3299 -1123  -689]
 [ 3326 -1048  -800]
 ...
 [ 3933 -1743  -463]
 [ 3908 -1678  -419]
 [ 3878 -1612  -400]]","[[1574 -765 -447]
 [1587 -826 -481]
 [1601 -877 -517]
 ...
 [ 662 -712 -383]
 [ 620 -779 -434]
 [ 598 -820 -482]]"
5573,11,Neck,127,2,"[[ -17 -541 3895]
 [  -1 -537 3902]
 [   6 -532 3906]
 ...
 [-814  819 3770]
 [-817  815 3771]
 [-825  807 3779]]","[[-44  98  17]
 [-54  90  19]
 [-69  83  18]
 ...
 [-58  70  19]
 [-59  71  21]
 [-63  71  17]]"
5574,14,Wrist,101,1,"[[ 3451  -931  -540]
 [ 3489  -847  -504]
 [ 3513  -739  -455]
 ...
 [ 2831 -2147 -1992]
 [ 2836 -2146 -1990]
 [ 2841 -2143 -1991]]","[[ 690  -97 -177]
 [ 699  -83 -212]
 [ 709  -74 -250]
 ...
 [ -12   26    5]
 [ -18   27    3]
 [ -19   28    6]]"
5575,7,Waist,104,1,"[[4228  725 -859]
 [4188  802 -736]
 [4183  802 -567]
 ...
 [3349 1505  521]
 [3434 1443  447]
 [3506 1323  355]]","[[-1459  -101   675]
 [-1341  -122   707]
 [-1218  -151   730]
 ...
 [ -498   379  -202]
 [ -473   377  -163]
 [ -448   380  -110]]"
5576,1,Waist,36,1,"[[ 2622 -1230   326]
 [ 2819 -1290   598]
 [ 3035 -1304   901]
 ...
 [ 4501  -455  2288]
 [ 4462  -544  2408]
 [ 4439  -624  2450]]","[[1659  635 -125]
 [1571  589 -137]
 [1437  520 -142]
 ...
 [-160  257   81]
 [ -82  223   37]
 [ -39  187  -36]]"
5577,4,Waist,36,2,"[[ 6016 -1274   425]
 [ 5938 -1193   432]
 [ 5822 -1086   432]
 ...
 [ 3636  -169    35]
 [ 3535  -271  -364]
 [ 3388  -372  -691]]","[[-520 -281   30]
 [-647 -255   54]
 [-765 -231   80]
 ...
 [ 676   12   33]
 [ 451    6  -44]
 [ 152  -23 -114]]"
5578,2,Wrist,127,4,"[[ 1062 -2919 -1903]
 [ 1124 -2945 -1912]
 [ 1189 -2973 -1934]
 ...
 [  179 -1347  3903]
 [  179 -1348  3904]
 [  182 -1348  3900]]","[[ 1336  -967 -1369]
 [ 1351  -987 -1356]
 [ 1364 -1009 -1342]
 ...
 [  -32   -14    28]
 [  -33   -14    30]
 [  -33   -16    28]]"
5579,1,Wrist,18,4,"[[ -577   905  4036]
 [ -573   906  4038]
 [ -574   905  4042]
 ...
 [ 3608  1354 -1184]
 [ 3606  1357 -1181]
 [ 3607  1353 -1183]]","[[ 31  23  33]
 [ 32  23  29]
 [ 33  24  30]
 ...
 [-15  42  11]
 [-15  41  14]
 [-13  41  17]]"
5580,12,Waist,32,2,"[[ 4025  -310   236]
 [ 4030  -306   257]
 [ 4033  -309   270]
 ...
 [ 5073 -1899   -95]
 [ 5813 -2305  -158]
 [ 6324 -2692  -349]]","[[ -15   34   22]
 [  -7   31   24]
 [  -3   31   27]
 ...
 [1224 1644 -313]
 [1215 1752 -350]
 [1091 1667 -395]]"
5581,7,Neck,21,3,"[[3919  824 -369]
 [3908  861 -367]
 [3905  888 -402]
 ...
 [3944  502 -255]
 [3946  493 -281]
 [3948  486 -306]]","[[ 130  -61 -337]
 [ 153  -79 -340]
 [ 180  -86 -342]
 ...
 [ -77   84   23]
 [ -82   86   23]
 [ -86   87   20]]"
5582,7,Waist,105,1,"[[5271 1659  242]
 [5985 1485  523]
 [6678 1404  499]
 ...
 [-112 -832 4091]
 [-109 -832 4092]
 [-104 -827 4097]]","[[-256  130  687]
 [-144  118  712]
 [ -52   72  812]
 ...
 [ -30   24    5]
 [ -31   29    7]
 [ -27   30    8]]"
5583,12,Neck,28,1,"[[ 3872  -318 -1038]
 [ 3870  -320 -1029]
 [ 3870  -334 -1050]
 ...
 [ 3850   179 -1277]
 [ 3852   180 -1279]
 [ 3851   182 -1283]]","[[-76 140   2]
 [-73 138   2]
 [-74 129   2]
 ...
 [-53  71   9]
 [-58  76  11]
 [-51  75  10]]"
5584,8,Neck,105,2,"[[3422  269  650]
 [3436  265  665]
 [3447  256  667]
 ...
 [ 229 3223 2241]
 [ 228 3220 2243]
 [ 228 3214 2241]]","[[-297   31  -16]
 [-303   34  -20]
 [-302   36  -23]
 ...
 [ -80   77   13]
 [ -80   77   12]
 [ -78   78   13]]"
5585,14,Wrist,25,2,"[[ 3870 -1183    91]
 [ 3867 -1189    95]
 [ 3865 -1194    95]
 ...
 [ 3912 -1176   238]
 [ 3949 -1189   218]
 [ 3982 -1206   193]]","[[  -1   30   57]
 [   3   29   62]
 [   9   27   58]
 ...
 [-494  -73  -56]
 [-439  -94  -52]
 [-379 -114  -48]]"
5586,2,Waist,109,1,"[[ 6216  -656 -2378]
 [ 6639  -755 -1544]
 [ 6999  -733  -783]
 ...
 [  533 -3429  2075]
 [  530 -3426  2079]
 [  525 -3426  2081]]","[[1338 1255 -709]
 [1258 1111 -735]
 [1198  833 -755]
 ...
 [ -10   -4    6]
 [  -9   -2    7]
 [  -7   -1   10]]"
5587,11,Wrist,24,2,"[[  931 -3756  -232]
 [  956 -3538  -416]
 [  976 -3336  -614]
 ...
 [ 1620   573 -2210]
 [ 1469   406 -2276]
 [ 1324   186 -2306]]","[[  133 -2170    59]
 [  136 -2127    37]
 [  136 -2076     1]
 ...
 [ -956  1479   408]
 [-1208  1609   463]
 [-1452  1735   545]]"
5588,13,Waist,26,4,"[[4068  -69  411]
 [4085  -39  399]
 [4094  -14  434]
 ...
 [3382 -716 1306]
 [3607 -639 1460]
 [3847 -600 1553]]","[[ -77    9  -65]
 [-144  -53  -55]
 [-187 -142  -48]
 ...
 [ 505  662  272]
 [ 601  648  260]
 [ 731  628  237]]"
5589,3,Waist,14,8,"[[3287 1393 1866]
 [3290 1395 1868]
 [3293 1394 1878]
 ...
 [3877 -745  893]
 [3878 -745  895]
 [3872 -746  894]]","[[ 0  3  7]
 [-4  4  8]
 [-3  9  8]
 ...
 [30 12 -9]
 [26 14 -8]
 [25 14 -8]]"
5590,1,Wrist,9,4,"[[-3189 -1899 -1854]
 [-3194 -1898 -1849]
 [-3198 -1897 -1845]
 ...
 [ -318   901 -3980]
 [ -318   894 -3976]
 [ -313   892 -3969]]","[[22 24 17]
 [15 23 16]
 [10 24 15]
 ...
 [ 2  6 36]
 [-2  6 37]
 [ 0  7 40]]"
5591,10,Wrist,12,1,"[[3978 -699 -164]
 [3976 -699 -164]
 [3980 -692 -163]
 ...
 [3918 -531 -791]
 [3915 -535 -790]
 [3916 -536 -791]]","[[25 16 25]
 [22 14 23]
 [22 19 27]
 ...
 [ 5 17 18]
 [ 3 17 19]
 [-2 16 21]]"
5592,5,Wrist,101,1,"[[ 3923 -1361  -603]
 [ 3925 -1340  -620]
 [ 3935 -1329  -638]
 ...
 [ 3694  -214  1967]
 [ 3694  -218  1976]
 [ 3692  -220  1976]]","[[1027  -49  657]
 [1032  -58  668]
 [1026  -73  678]
 ...
 [ -23  -23   20]
 [ -22  -20   20]
 [ -19  -20   22]]"
5593,13,Wrist,5,2,"[[3876 -843 -852]
 [3878 -841 -854]
 [3882 -836 -857]
 ...
 [3899 -890 -833]
 [3899 -892 -830]
 [3897 -898 -829]]","[[-21 -10  38]
 [-26 -11  37]
 [-29 -11  33]
 ...
 [-13  23  17]
 [-14  21  16]
 [-13  25  18]]"
5594,13,Waist,20,6,"[[ 3382 -2303  -240]
 [ 3443 -2314  -336]
 [ 3507 -2327  -447]
 ...
 [ 2778 -1917  -313]
 [ 2591 -1669  -386]
 [ 2391 -1422  -508]]","[[   56    76   719]
 [  -33   106   745]
 [ -123   152   768]
 ...
 [-2126  -445    57]
 [-2296  -363   121]
 [-2420  -266   173]]"
5595,9,Neck,107,4,"[[2282 1158 -324]
 [2269 1153 -345]
 [2289 1150 -339]
 ...
 [ -25 -425 3902]
 [ -25 -421 3879]
 [ -23 -415 3890]]","[[ 376  -58 -163]
 [ 328  -35 -167]
 [ 293   -6 -167]
 ...
 [ -70   77   19]
 [ -70   79   18]
 [ -71   77   17]]"
5596,3,Wrist,20,1,"[[3561 1476 -575]
 [3652 1431 -612]
 [3734 1389 -645]
 ...
 [3646 1147 -102]
 [3748 1159 -119]
 [3854 1165 -140]]","[[-192 -231 -244]
 [-179 -218 -251]
 [-167 -198 -261]
 ...
 [ -87  -87  412]
 [ -86  -93  378]
 [ -82 -101  341]]"
5597,5,Wrist,1,2,"[[-1278 -3543   882]
 [-1242 -3584   919]
 [-1214 -3615   952]
 ...
 [ 4019  -215   -55]
 [ 4018  -214   -53]
 [ 4012  -211   -54]]","[[-326  163  550]
 [-334  163  554]
 [-338  168  552]
 ...
 [  27   20   27]
 [  26   22   27]
 [  26   22   28]]"
5598,13,Waist,111,1,"[[ 3702  -283  1267]
 [ 3716  -247  1284]
 [ 3734  -197  1315]
 ...
 [  528 -3775 -1604]
 [  518 -3774 -1601]
 [  469 -3786 -1640]]","[[ 303  -42 -479]
 [ 300  -37 -493]
 [ 292  -31 -507]
 ...
 [  25   49    5]
 [  25   51    4]
 [  29   69   -5]]"
5599,13,Neck,39,2,"[[4077 -596  597]
 [4070 -589  558]
 [4049 -578  535]
 ...
 [4043  -80  309]
 [4039  -73  314]
 [4036  -69  317]]","[[844  52   2]
 [832  43   2]
 [827  41   6]
 ...
 [-58  58  10]
 [-58  58  13]
 [-60  55  14]]"
5600,2,Waist,134,2,"[[ 4074    47 -1334]
 [ 3954   111 -1368]
 [ 3835   218 -1384]
 ...
 [  648  3840  1146]
 [  651  3840  1147]
 [  651  3841  1149]]","[[1454 -259 -175]
 [1451 -282 -172]
 [1450 -302 -163]
 ...
 [   5   -1    1]
 [   5   -2   -1]
 [   4   -3   -4]]"
5601,13,Neck,16,7,"[[ 4285   282  -277]
 [ 4195   173  -246]
 [ 4089    75  -230]
 ...
 [ -712 -1004  3817]
 [ -714  -992  3813]
 [ -714  -989  3814]]","[[-173    1   96]
 [-193  -27   88]
 [-217  -50   79]
 ...
 [ -57   94    9]
 [ -56  101    8]
 [ -57  103   10]]"
5602,3,Wrist,23,3,"[[3769 1583 -242]
 [3827 1596 -250]
 [3885 1603 -264]
 ...
 [4584 2519 -843]
 [4339 2435 -772]
 [4114 2357 -717]]","[[ 1233   295 -1717]
 [ 1179   276 -1727]
 [ 1131   259 -1736]
 ...
 [ -333  -187   846]
 [ -361  -178   937]
 [ -380  -170  1031]]"
5603,15,Neck,17,1,"[[-741 -226 3896]
 [-743 -228 3895]
 [-744 -226 3895]
 ...
 [-809 2521 2917]
 [-808 2520 2921]
 [-806 2517 2923]]","[[-65  63  18]
 [-65  60  17]
 [-68  62  20]
 ...
 [-51  73  19]
 [-48  72  19]
 [-49  72  20]]"
5604,8,Waist,35,1,"[[ 2363 -3476 -2843]
 [ 2277 -3350 -2621]
 [ 2173 -3215 -2363]
 ...
 [ 2226 -3105  -258]
 [ 2228 -3149  -247]
 [ 2236 -3202  -274]]","[[-225 -175 -439]
 [-317 -182 -459]
 [-361 -186 -475]
 ...
 [-506  813  246]
 [-490  823  237]
 [-466  837  231]]"
5605,11,Wrist,43,2,"[[3914  336 -692]
 [3903  354 -676]
 [3897  371 -658]
 ...
 [2512 -470 -194]
 [2623 -390  -43]
 [2727 -315   82]]","[[ 266   91   -5]
 [ 269   97  -10]
 [ 276   97  -15]
 ...
 [ 181   83 -708]
 [ 272   98 -733]
 [ 379  109 -761]]"
5606,7,Neck,125,2,"[[ 8383   687  -509]
 [ 8124   875  -516]
 [ 7899  1054  -503]
 ...
 [  -17  2863 -3107]
 [  -18  2845 -3142]
 [  -30  2815 -3194]]","[[-1028    10    52]
 [ -973   -15    27]
 [ -916   -27    14]
 ...
 [  -88    70    14]
 [  -91    72    16]
 [  -92    83    16]]"
5607,8,Waist,26,4,"[[ 4148 -2018   918]
 [ 4106 -1791   973]
 [ 4053 -1594  1015]
 ...
 [ 3371 -2276   738]
 [ 3159 -1993   497]
 [ 3015 -1708   391]]","[[-1360   504  -880]
 [-1421   557  -870]
 [-1451   605  -857]
 ...
 [ -786   570 -1057]
 [ -870   659 -1101]
 [ -978   770 -1142]]"
5608,9,Wrist,14,5,"[[ 1950 -2358 -2524]
 [ 1991 -2435 -2474]
 [ 2024 -2498 -2416]
 ...
 [ 3249  -548 -1120]
 [ 3259  -584 -1097]
 [ 3266  -614 -1080]]","[[ 375  -91 -636]
 [ 361  -94 -670]
 [ 359 -100 -706]
 ...
 [ -41 -126  666]
 [ -93 -122  677]
 [-140 -119  691]]"
5609,15,Wrist,29,2,"[[ 3070 -2578  -449]
 [ 3072 -2577  -449]
 [ 3075 -2581  -452]
 ...
 [ 2014 -2343 -4193]
 [ 2005 -2392 -4172]
 [ 1980 -2442 -4077]]","[[ -18   16    9]
 [ -20   12   12]
 [ -23   12   11]
 ...
 [-174  305   59]
 [-309  308   19]
 [-454  294  -20]]"
5610,7,Waist,107,2,"[[3110 -272  361]
 [3078 -312  389]
 [3053 -359  425]
 ...
 [-364 3733 1575]
 [-355 3728 1579]
 [-347 3724 1584]]","[[ 410 -324  231]
 [ 422 -314  230]
 [ 425 -300  227]
 ...
 [ -18   32    6]
 [ -21   32    4]
 [ -25   32    6]]"
5611,9,Wrist,21,3,"[[4069 -154 -364]
 [4174  -94 -352]
 [4347  -45 -346]
 ...
 [3892 -611 -821]
 [3893 -613 -823]
 [3892 -615 -830]]","[[-276   89  465]
 [-273   54  574]
 [-273   24  690]
 ...
 [  15   -5   13]
 [  17   -3   14]
 [  17   -4   14]]"
5612,7,Waist,40,2,"[[3854  412 1080]
 [3827  405 1068]
 [3799  397 1059]
 ...
 [3862  272 1041]
 [3874  289 1049]
 [3888  305 1052]]","[[  4  13  -1]
 [ -2  10  -3]
 [  1  14   0]
 ...
 [-28  27   6]
 [-24  26   1]
 [-26  24   3]]"
5613,11,Waist,29,1,"[[ 3749 -1483   463]
 [ 3756 -1463   454]
 [ 3773 -1451   463]
 ...
 [ 3731  -378  2028]
 [ 3721  -315  2096]
 [ 3693  -287  2153]]","[[ -44  -15   23]
 [ -42  -13   20]
 [ -39   -8   18]
 ...
 [ 254 -358  198]
 [ 282 -349  193]
 [ 302 -335  195]]"
5614,14,Neck,40,1,"[[3826 1015 -864]
 [3835 1018 -865]
 [3834 1017 -856]
 ...
 [3857  626 -995]
 [3861  627 -994]
 [3862  627 -988]]","[[-64  47  18]
 [-61  47  12]
 [-56  52   6]
 ...
 [-65  80 -24]
 [-66  82 -24]
 [-68  84 -28]]"
5615,10,Wrist,13,8,"[[ 3967  -479  -589]
 [ 3963  -484  -589]
 [ 3962  -494  -587]
 ...
 [ 2955 -1828 -1691]
 [ 2949 -1841 -1681]
 [ 2956 -1847 -1660]]","[[  -9   19   41]
 [ -10   18   39]
 [ -14   18   40]
 ...
 [-916 -234  144]
 [-913 -229  151]
 [-910 -228  158]]"
5616,3,Wrist,122,2,"[[1470 1215 2997]
 [1411 1285 3031]
 [1346 1345 3028]
 ...
 [3191 2082  518]
 [3201 2078  521]
 [3208 2075  519]]","[[-695 -449  943]
 [-734 -440  916]
 [-755 -415  880]
 ...
 [ 448  162   81]
 [ 463  152   96]
 [ 482  142  118]]"
5617,12,Waist,16,4,"[[ 4071   365   273]
 [ 4071   361   273]
 [ 4066   359   282]
 ...
 [ -284 -3974   970]
 [ -280 -3975   963]
 [ -282 -3971   957]]","[[23 23  6]
 [22 22  7]
 [23 22  9]
 ...
 [ 0 26  7]
 [-6 28  4]
 [-8 28  2]]"
5618,14,Wrist,31,1,"[[3403 -204 -701]
 [3331 -183 -724]
 [3276 -154 -745]
 ...
 [3942 -856 -136]
 [3936 -852 -138]
 [3928 -850 -139]]","[[ 360   30  -55]
 [ 416   20  -77]
 [ 469   18 -103]
 ...
 [  45   13   25]
 [  55   13   24]
 [  62    8   28]]"
5619,12,Neck,103,1,"[[ 3767  1768   319]
 [ 3801  1809   343]
 [ 3850  1836   378]
 ...
 [  142    27 -4352]
 [  146    24 -4363]
 [  142    15 -4362]]","[[ -64  162 -287]
 [ -76  164 -294]
 [ -89  162 -298]
 ...
 [ -57   68   20]
 [ -55   68   20]
 [ -54   69   19]]"
5620,12,Waist,121,2,"[[ 1031 -1115   101]
 [  759 -1072   217]
 [  482  -975   412]
 ...
 [ -113  3278 -2521]
 [ -120  3275 -2528]
 [ -124  3270 -2527]]","[[1684  366  325]
 [1572  318  262]
 [1495  268  208]
 ...
 [ -40   23   -1]
 [ -39   28    1]
 [ -33   30    2]]"
5621,13,Neck,106,1,"[[4394  623  257]
 [4338  495  292]
 [4258  399  318]
 ...
 [2848 -144 -322]
 [2806 -142 -311]
 [2794 -146 -296]]","[[ 352   90   54]
 [ 333   73   42]
 [ 326   52   26]
 ...
 [1268 -179  -36]
 [1269 -166  -28]
 [1262 -145  -25]]"
5622,1,Wrist,44,1,"[[-1726  5828  1150]
 [-1796  5497  1066]
 [-1867  5183   979]
 ...
 [ 2828  2816   319]
 [ 2835  2815   320]
 [ 2835  2814   319]]","[[  22 2333 -486]
 [  27 2324 -463]
 [  32 2315 -441]
 ...
 [   1    8   39]
 [   1   13   39]
 [   3   16   40]]"
5623,11,Neck,104,1,"[[3193 1129 -846]
 [3144 1193 -919]
 [3088 1281 -997]
 ...
 [4765   35  437]
 [4703  142  407]
 [4628  291  363]]","[[1074  362   68]
 [1100  381   66]
 [1111  407   64]
 ...
 [ 644  224 -188]
 [ 646  224 -192]
 [ 663  233 -200]]"
5624,7,Neck,14,6,"[[ 3709   325 -1613]
 [ 3703   326 -1611]
 [ 3705   322 -1610]
 ...
 [ 3971    41  -677]
 [ 3971    39  -681]
 [ 3970    40  -686]]","[[-82  78  30]
 [-86  79  30]
 [-86  77  31]
 ...
 [-79  97  28]
 [-79  99  28]
 [-79  96  27]]"
5625,2,Waist,19,4,"[[ 3823    18 -1478]
 [ 3823    19 -1482]
 [ 3821    20 -1480]
 ...
 [ 2735   746  -502]
 [ 2772   755  -441]
 [ 2823   765  -403]]","[[   2   31    0]
 [   0   32    1]
 [  -2   36    2]
 ...
 [-630  496   21]
 [-598  506  -14]
 [-562  515  -41]]"
5626,2,Waist,38,1,"[[ 4035 -1562   -68]
 [ 4028 -1563   -67]
 [ 4023 -1559   -63]
 ...
 [ 3818 -1412   128]
 [ 3815 -1410   126]
 [ 3820 -1408   131]]","[[ 32 -15 -10]
 [ 33 -15  -9]
 [ 29 -13 -10]
 ...
 [ 68  83  17]
 [ 64  85  17]
 [ 62  83  17]]"
5627,3,Wrist,18,5,"[[-2495  1982 -2600]
 [-2493  1979 -2601]
 [-2489  1978 -2600]
 ...
 [ 3884  1813 -1050]
 [ 3879  1868 -1076]
 [ 3895  1932 -1118]]","[[  19   14   30]
 [  21   17   30]
 [  21   12   30]
 ...
 [ 672 -127 -537]
 [ 757 -125 -528]
 [ 906 -110 -518]]"
5628,2,Waist,14,3,"[[ 3193 -1671  1834]
 [ 3193 -1672  1829]
 [ 3195 -1674  1826]
 ...
 [ 2998 -2912  -245]
 [ 2973 -2957  -234]
 [ 2959 -2980  -222]]","[[  -9    8    6]
 [  -8    9    7]
 [ -14    8    7]
 ...
 [ 165 -113 -225]
 [ 142 -111 -208]
 [ 118  -98 -187]]"
5629,11,Wrist,26,3,"[[3802  337 -598]
 [3807  339 -603]
 [3816  338 -609]
 ...
 [3876  616 -646]
 [3880  612 -645]
 [3885  609 -646]]","[[-628  -37   -2]
 [-642  -42    2]
 [-655  -44    4]
 ...
 [  41   29   10]
 [  38   27    7]
 [  40   22   -1]]"
5630,8,Neck,126,2,"[[4124 -181  443]
 [4136 -178  422]
 [4148 -196  398]
 ...
 [3202 -448  475]
 [3260 -461  450]
 [3334 -521  447]]","[[-10  51 -71]
 [-16  42 -74]
 [-24  36 -78]
 ...
 [-19 153 -94]
 [-31 134 -94]
 [-57 117 -93]]"
5631,10,Wrist,34,2,"[[ -673  -563 -4029]
 [ -674  -509 -4038]
 [ -671  -451 -4029]
 ...
 [ 3977  -593  -457]
 [ 3976  -591  -456]
 [ 3974  -593  -459]]","[[ 230 -299 -146]
 [ 283 -284 -139]
 [ 313 -280 -139]
 ...
 [  -5   21   25]
 [  -4   21   25]
 [  -5   19   24]]"
5632,14,Wrist,104,1,"[[3590    9 -376]
 [3619   -9 -378]
 [3649  -23 -375]
 ...
 [3848 -189  537]
 [3851 -181  532]
 [3864 -178  524]]","[[-795  269  800]
 [-847  252  808]
 [-904  228  814]
 ...
 [ 246  236 -311]
 [ 227  215 -305]
 [ 206  197 -299]]"
5633,12,Wrist,16,2,"[[ 3912  -721  -942]
 [ 3916  -723  -941]
 [ 3916  -722  -935]
 ...
 [-2879  -891 -2822]
 [-2886  -888 -2823]
 [-2889  -888 -2821]]","[[ -1  62 -16]
 [  1  61 -22]
 [  2  60 -24]
 ...
 [ 27  19  41]
 [ 25  16  41]
 [ 23  17  40]]"
5634,13,Neck,14,5,"[[3712  789 1040]
 [3711  786 1036]
 [3709  777 1024]
 ...
 [4450 1052   96]
 [4474 1032  102]
 [4463  999  100]]","[[ -71  131   29]
 [ -71  131   30]
 [ -70  130   28]
 ...
 [-110   -1 -172]
 [-111  -11 -170]
 [-109  -15 -173]]"
5635,3,Waist,101,1,"[[ 3770 -1469   437]
 [ 3771 -1473   437]
 [ 3771 -1476   443]
 ...
 [  270   -19 -4162]
 [  274   -21 -4161]
 [  271   -20 -4154]]","[[-24  -2  -2]
 [-24   0  -3]
 [-22   1  -6]
 ...
 [ 62  12  -2]
 [ 68   7  -2]
 [ 66   5  -1]]"
5636,11,Waist,36,2,"[[-1162  1505   663]
 [-1459  1708   729]
 [-1779  1846   708]
 ...
 [  527 -2551  -870]
 [  460 -2387  -928]
 [  409 -2194  -965]]","[[ -783 -1307   260]
 [ -764 -1426   234]
 [ -704 -1531   207]
 ...
 [  255   169   -15]
 [  144   125   -35]
 [   36    71   -53]]"
5637,13,Wrist,1,1,"[[ 4731 -1756  -769]
 [ 4507 -1734  -660]
 [ 4291 -1677  -559]
 ...
 [ 3878  -889  -507]
 [ 3873  -882  -509]
 [ 3866  -873  -509]]","[[-1176   340   684]
 [-1095   278   548]
 [ -990   220   407]
 ...
 [  -19    58   -16]
 [  -15    54   -13]
 [  -14    51   -10]]"
5638,15,Waist,131,2,"[[ 3805   827   464]
 [ 3822   855   481]
 [ 3836   804   495]
 ...
 [  -69  3327 -2308]
 [  -60  3306 -2313]
 [  -70  3341 -2311]]","[[ 125 -157 -474]
 [ 114 -161 -460]
 [ 108 -166 -445]
 ...
 [   6   19  -18]
 [  11   19  -22]
 [  11   22  -20]]"
